gs,ACH-000439,ACH-000789,ACH-000531,ACH-000399,ACH-000175
SFMBT1,-0.269532378,1.401411362,1.081785431,2.880427336,1.513211432
COL25A1,0.016449244,0.840414706,0.090577235,0.031567005,0.031567005
CHRNA3,0.024144679,0.775657823,-0.002891533,3.654045977,-0.05848495
EXOC3L4,-0.051501218,1.132411326,0.061333119,0.836262886,-0.051501218
ZBED9,-0.026534173,-0.026534173,0.029870004,1.158730814,0.015974996
GP1BA,0.24051542,0.420175706,-0.010813309,0.816165573,0.149631012
NR2C2AP,4.400621069,4.802873603,2.796192846,5.615396801,3.662608207
MSTN,-0.020773541,0.054260907,1.496326754,0.213045068,0.108666465
SIGLECL1,-0.000484161,-0.000484161,-0.000484161,-0.000484161,-0.000484161
PTH,-0.001257119,-0.001257119,-0.001257119,-0.001257119,-0.001257119
KHDC4,4.232972314,6.546715143,3.322939897,5.852575127,3.861803431
TRIM4,3.742362543,4.677294077,3.586894407,4.536011946,4.042093623
NUP85,5.236854007,6.182806001,3.725217001,6.52925637,4.498981513
KLK6,-0.063559907,0.087057035,0.385691835,-0.011522118,-0.05036693
OR8G5,-0.007338274,0.018893037,-0.007338274,-0.007338274,-0.007338274
DAP,5.765635333,6.16568708,7.644623845,6.644155188,6.625841217
TSPAN12,-0.054105432,5.56928085,1.87255277,7.250685447,1.384338897
TAFA2,1.605747908,1.239581582,0.44784803,0.737774212,0.247889282
AAMDC,5.144385506,5.243539494,6.443644165,6.44305316,6.061146016
LRRC34,3.223100212,0.722696569,1.337104726,3.967247672,1.850840196
MYL6,9.467167544,11.15061647,12.55393204,9.958344633,11.73822156
CORO1A,7.413634368,5.75182006,0.650210539,4.112286863,0.62654368
CHUK,2.912654338,5.169333756,3.482318432,4.179343377,4.010413713
FABP7,0.005044723,0.005044723,0.020100446,0.425125878,0.078868519
KIAA0408,-0.010594669,2.967514588,0.720357149,3.710709169,1.451871044
GPR37,-0.014289284,0.493216016,4.023597561,2.823637588,0.00040803
PSKH1,2.75784301,3.707435109,4.213306045,2.653817739,4.319861032
C2CD4D,-0.032976204,0.219296815,0.001689039,0.110355177,0.078799318
DEF6,5.280889441,0.287594117,0.227269091,4.854261047,0.546445568
RBM12B,2.763594518,3.450971555,1.624796867,3.896696595,1.994638042
POTEH,-0.010462602,0.001209758,-0.010462602,-0.010462602,0.024211719
ADAM33,0.031006016,0.031006016,2.257818902,0.766035913,3.912849273
CCDC59,4.622531067,6.577625091,4.758071937,5.889512381,5.164361869
LCN1,-0.000383836,-0.000383836,-0.000383836,-0.000383836,0.245537777
DLK2,0.023897503,0.483104307,0.64731998,2.42424497,0.414030707
PLRG1,4.597943419,5.485749727,5.424895247,4.787924677,5.638846271
ECT2L,0.016364558,0.096051109,0.043435993,0.146752519,0.043435993
OPHN1,0.639235529,1.636083745,1.688533466,1.684234349,1.373323326
TNNC1,0.03656385,0.41593606,1.175045832,0.775832016,0.878604574
LORICRIN,-0.003865685,-0.003865685,-0.003865685,-0.003865685,-0.003865685
PCDHB12,-0.009494628,0.712246809,0.320138068,0.378075792,0.209754757
LRIT1,-0.005949999,0.56720284,-0.005949999,0.044373186,0.044373186
SLIRP,7.209361379,8.930749221,7.597174916,8.429193502,7.693393066
OR1J4,-0.001964696,-0.001964696,0.425103364,0.035552873,-0.001964696
TSPAN33,3.962487345,2.197609316,-0.015356494,3.424302592,0.203441938
CEP97,1.003571705,3.595987035,1.500836057,4.962539701,2.534717119
HECW1,-0.016196471,-0.016196471,1.587641392,-0.016196471,0.255811542
EZH1,3.30487768,3.780223808,3.559970639,3.892659883,3.81335554
ADAMTSL5,-0.140726305,-0.050827678,3.627764807,2.238444121,3.508120271
CHRNA6,0.0179523,0.004154233,0.0179523,0.071811273,0.004154233
ZCCHC10,4.553587865,5.147715875,3.730318607,5.683743721,3.965824904
CAMK1G,0.007347889,0.04644028,1.284795227,0.04644028,0.213365128
CENPH,4.819994477,4.81721462,2.289244361,3.833140954,4.006240775
L3MBTL4,-0.00016542,1.802303264,-0.014185124,0.054558688,-0.014185124
TAS1R1,-0.003142625,0.062880955,0.049931431,2.679443399,0.254807696
IQCA1L,-0.002095082,0.079837463,0.009954463,0.056988308,-0.002095082
STN1,4.233158531,3.033099992,3.841083746,3.51418954,4.517435744
DMAP1,4.169454187,5.913712394,3.9845636,5.557181646,4.396218121
ERN1,1.365443712,1.925005507,2.519712955,2.827758379,2.181594432
WIPI1,0.043126191,1.945358746,6.322088232,4.911392417,5.611876808
MCM5,5.904017803,5.349144172,2.730939135,5.245513422,4.135326727
RBMY1A1,-0.005492264,-0.005492264,-0.005492264,-0.005492264,-0.005492264
MYT1L,-0.016533082,1.971425821,-0.003625993,4.491156639,-0.003625993
ARHGEF2,5.968615381,5.22287473,5.939949113,5.666436044,5.378591578
C1QTNF9,-0.009345665,-0.009345665,0.16577975,-0.009345665,0.006030458
MRPL33,6.75679451,7.811851887,7.786457807,8.384042221,7.938347635
ADAMTS5,0.026913804,2.432536111,2.492281401,0.026913804,3.319981204
GMPPA,3.144580703,4.904401396,5.209754025,4.770985437,5.369797448
OR4F17,-0.010933483,-0.010933483,0.023424954,-0.010933483,0.078524169
OMD,-0.022176957,0.061318154,-0.022176957,0.272610058,6.717605429
ADM2,0.074062227,0.672855156,2.788960629,1.149380756,3.102727734
ZMYND19,4.162166612,5.276341028,3.661943641,4.395127921,4.315837087
ABCB9,1.353158311,2.165475438,1.856232965,3.204674259,1.417987129
ZC3H14,4.155973601,4.330397799,4.827360473,5.66908134,5.060749192
BIN2,5.136467405,0.024170446,-0.02872144,0.049865451,-0.04227175
ABI3,1.008380016,-0.000301085,0.82563432,-0.000301085,0.686232919
RAD52,3.355452104,3.733115175,2.311829954,3.277620406,2.817402743
PRSS37,0.013953229,0.108735518,-0.014324533,0.095574317,-0.014324533
P2RY10,0.160216196,-0.017589634,-0.003113598,-0.003113598,-0.003113598
MARCHF3,2.640655399,2.596860972,3.823904024,3.308278706,0.975440372
OR6C68,-0.000155937,-0.000155937,-0.000155937,-0.000155937,-0.000155937
RPL13,10.96396202,9.775475004,10.61523107,7.185123619,10.02288863
MRPL58,4.678138302,5.566580212,4.498581127,5.254617518,4.759963125
TMEM30A,4.549091358,5.171215993,6.976327995,6.841150816,7.062537548
TNFSF11,-0.003610965,0.049613507,0.049613507,-0.003610965,0.014305901
TPCN2,3.884591158,1.307988897,1.908198023,2.644384575,2.567718635
FAM53A,1.758733609,0.786042805,0.739335616,1.353959282,0.880752003
THAP6,2.042973267,3.205548825,2.799797607,3.141255589,2.851415218
CUL7,2.922263313,3.55503902,3.864277853,4.093606252,4.409033879
MYH7B,0.010165882,0.518494265,-0.070254089,0.932301338,0.061333937
RPN1,7.343414313,7.319026775,7.255777221,8.610423162,7.718132158
RPSA,11.82066219,8.840181464,10.21958874,8.210436093,10.05044704
TNFSF18,0.015350481,0.0310741,3.26951172,-0.000529594,0.077336306
THEG,0.018195578,0.392264822,-0.008231472,0.178283968,-0.008231472
HSP90B1,8.028437935,9.291910198,9.285774965,9.385720629,9.718765974
VAMP2,2.944400315,5.474580172,4.55914669,4.425393096,5.291009111
POLD3,4.55988394,3.596108406,2.296556224,5.085809489,3.429018441
TSPAN13,4.995888056,7.351167124,3.459008799,4.034797353,2.049237662
MTHFSD,2.72068157,3.223583612,2.757996166,3.272369952,3.288734103
NEFL,0.048115751,2.372216107,1.190033397,0.433391719,0.075533219
CFAP20,4.819249093,6.707076752,4.675403898,4.777392574,5.440012081
SEMA6C,0.657412754,2.156797302,1.260234529,2.433545804,1.612660131
PHETA1,1.556313281,1.610431403,2.705389281,2.584175623,3.103899115
PDE4D,2.062563323,2.169310175,1.380813916,2.98920274,3.792644227
PTPN21,-0.029558892,0.657659763,3.869835993,3.173291396,3.649388198
PARPBP,3.016297461,5.318500071,1.535105086,4.845574231,3.117535034
FXYD3,0.833862462,0.365419657,0.54113237,0.997302957,0.737345291
FRK,-0.069616106,2.111505357,0.163658538,0.686513096,0.115054015
CA6,0.052247514,-0.002560454,-0.002560454,0.228733403,0.011344378
LBR,6.460059322,5.564172664,2.677363703,5.900753363,2.600402145
XDH,-0.036536101,0.333388568,0.354145839,0.414594777,0.528035029
ACSM1,-0.011955792,-0.011955792,-0.011955792,0.587194469,0.083366974
MDP1,3.719545005,4.704033554,3.890087877,5.615887772,4.481575676
SYT1,-0.064341282,6.174143575,2.323111897,6.238800709,2.25191523
SLC25A15,4.755938156,3.132432982,1.858148527,3.166699799,2.629038967
RNF122,3.054728149,0.352985158,1.68919146,2.800631418,1.50488125
SRMS,-0.05521257,0.077917325,-0.005179524,0.289255416,-0.029950771
TTC17,5.663335382,4.677941526,4.810605796,5.523821642,5.114508532
MMP9,0.254197043,0.275833408,-0.023497053,0.772406736,0.209848358
GHR,0.012310252,1.315613665,1.07426419,0.071548964,2.556636716
SERAC1,2.298214767,2.2452568,3.243572979,2.691819741,3.405832307
TTC39B,0.05675673,1.003146246,2.442732332,4.297267638,2.276872166
SLC37A3,2.485913733,4.982119297,4.879490403,5.579770671,5.472912839
LZIC,4.185906883,5.591888406,4.303665042,5.214988036,4.614557956
PDZD7,1.036034192,1.462652411,0.745844908,0.766412317,1.01368711
ASMT,-0.024996288,-0.024996288,-0.024996288,0.316145192,0.161917409
PER3,0.489677448,0.007807651,1.472196684,4.909837429,2.769780425
LARP4B,4.446317327,4.357480348,3.733491421,4.166583416,4.280417498
CALN1,3.816887697,-0.002279,-0.002279,0.010977061,-0.002279
AGAP3,5.280000808,6.051289591,4.447372698,4.583127381,5.311886492
LDHA,8.19390968,8.391503175,10.6299976,8.288859642,11.19394272
MYH9,6.78577419,6.167251278,8.969191598,6.648064188,8.34970116
GMPR,6.204839166,1.154856365,2.522191182,5.482581577,3.465441426
ERLEC1,4.003365447,5.531603468,6.414371005,5.143700364,7.175854104
SPINDOC,4.374376642,5.354472594,3.522972731,5.351318019,3.54596725
COLCA2,-0.043462769,-0.003882682,-0.003882682,3.067593377,0.009054895
USP17L17,-2.22E-05,-2.22E-05,-2.22E-05,-2.22E-05,-2.22E-05
PRR20C,-2.91E-05,-2.91E-05,-2.91E-05,-2.91E-05,-2.91E-05
DCAF8,5.643049056,6.552429024,5.213444785,6.546209042,5.887555825
CTSH,0.453560667,0.796740805,2.71530681,6.111382717,0.740699809
ENOSF1,5.091726919,3.245306832,2.690644128,5.537472067,4.210128426
CCDC178,-0.001240464,0.220025325,-0.001240464,1.787677104,-0.001240464
SPIRE1,2.374480059,3.200312479,3.864294717,5.389471983,3.988888998
CDK8,3.265357959,4.616284342,3.179554393,3.029362457,3.121901819
PNCK,0.062824272,0.548468828,0.089043353,0.491503728,0.248278316
NAPRT,5.53535169,2.738420704,2.200977978,4.748740292,2.741561036
RAVER2,3.283570649,3.733021109,1.15272783,4.254907869,2.01477668
TEN1-CDK3,0.853886398,1.370571446,0.280884601,2.825014007,0.764112477
NPS,-0.00044921,-0.00044921,-0.00044921,0.215853753,0.130858955
TJP3,-0.125909892,0.691317481,0.061435952,3.684159986,-0.010529039
TMUB1,3.933073838,5.275762661,3.951829768,3.938866583,4.264706947
SPATS2,3.708837179,4.882680733,4.522264769,5.921052732,3.709868748
PTPN22,2.009243815,0.141726252,0.520814412,0.08965713,1.053012506
AGGF1,3.057505044,3.992874376,3.064360896,3.635173596,3.558932237
NOD2,0.022859343,-0.016876985,0.009743975,-0.016876985,0.03584799
PTPRT,-0.002972685,0.203400279,-0.002972685,0.137762654,0.011720008
AKAP10,1.975301193,3.647239256,3.516940767,3.612564132,4.114051209
FAAP20,3.521504124,4.191759348,5.127024382,5.330291708,5.01118948
MRPL30,4.19603961,5.505921481,3.566066226,5.053589428,3.890619186
KRTAP2-1,-0.003648953,-0.003648953,0.094238105,0.040900859,0.135174954
RAB11FIP3,5.713063805,5.872560664,3.848647949,5.939503061,4.811945224
USP17L13,-1.97E-05,-1.97E-05,-1.97E-05,-1.97E-05,-1.97E-05
ZBED6,0.313119263,1.60316478,1.897233048,2.136390544,2.146979133
SENP6,4.44123064,5.169950766,4.468052116,5.640395088,5.232125838
ZBTB26,1.492945783,3.19610243,1.553845597,3.480181875,1.631521082
AMBN,-0.004337316,-0.004337316,-0.004337316,0.021652658,0.021652658
CASP8AP2,2.435521599,3.288839576,2.112743033,4.687367194,2.740222234
MOB2,4.026409144,4.677525644,4.203802927,4.580033886,4.814006247
KRTAP24-1,-0.000634533,-0.000634533,-0.000634533,-0.000634533,-0.000634533
BICDL2,-0.116193311,0.004912099,0.126017509,0.126017509,-0.006692046
NPAS4,-0.012105756,0.024558256,0.094786942,1.308535291,0.203661654
NAT2,0.001481817,0.001481817,0.403765951,0.001481817,0.115356613
AP3D1,5.298649788,6.320781248,5.86940752,6.411276299,6.131165185
JMJD7-PLA2G4B,1.533282485,2.095941697,0.520116549,2.519670718,0.996437422
PC,2.887654552,3.862805035,2.842784295,2.588256319,3.879265967
PRSS12,0.024532336,1.731397021,5.688940196,0.160290421,5.118173626
PPARGC1A,0.011021644,4.734512829,0.082252686,4.350932696,0.227807169
RRBP1,4.60438044,4.118514405,7.373705933,6.206627443,7.345075728
TMPRSS4,-0.094443876,-0.017573505,0.274198541,0.222583222,-0.017573505
ZNF583,1.506821109,1.683540734,2.07811855,2.410414412,1.780720419
TTC25,0.079102348,2.334979238,0.459459246,1.11908773,0.743653145
CORO6,0.696466107,1.1691732,2.005105632,0.007936297,2.402926419
SHH,-0.007447666,-0.020421433,-0.007447666,-0.020421433,-0.007447666
H3C2,0.536327672,-0.095585223,0.054889842,1.208192712,0.237651134
DENND1A,2.492095348,3.207547605,3.288696551,3.883766815,3.673549482
TSPY1,-0.004568957,-0.004568957,-0.004568957,-0.004568957,-0.004568957
OR51B6,-0.005350254,-0.005350254,-0.005350254,-0.005350254,-0.005350254
C1orf131,3.728099671,4.588446171,2.998636175,5.177662124,3.464857368
ARSH,-0.001797684,-0.001797684,-0.001797684,-0.001797684,-0.001797684
ALG1L,-0.038636719,1.761068581,0.041682474,4.836697427,0.105215507
OR2W3,3.17151423,-0.001090159,1.991255536,-0.001090159,0.260537036
NEFM,0.025173117,6.063566696,0.638941315,0.010967207,1.268981517
TBCD,4.895235995,4.625402599,4.56186006,6.611094293,5.604489488
RELA,5.055668236,4.85691916,5.124078828,5.741648041,5.736377598
OR11H1,-0.000955001,-0.000955001,-0.000955001,-0.000955001,-0.000955001
SELENOW,5.146504918,6.337216215,7.947922396,8.564838364,7.707946594
TAS2R31,0.372962741,0.46831205,0.301917384,0.71158782,0.259554379
CHRM3,1.167743682,1.471197915,-0.019351075,-0.019351075,-0.032933122
HSPBP1,4.205783069,5.679642525,4.376958125,5.221298876,4.712259397
R3HCC1,4.683533173,4.875027608,4.116786391,5.125120895,4.153711506
PDP1,3.184319428,2.117018652,4.143330218,4.087717477,6.280830329
EDC4,4.254236523,5.606424113,3.754330134,4.656188145,4.579324993
ASB5,-0.005952556,0.166747787,0.428221379,0.042962876,1.456551613
DNAJC16,2.564593481,3.305556492,3.072238285,3.830819418,3.138629478
ME2,5.78830426,5.358557136,3.972168844,5.275669958,4.456366051
OTOR,-0.003666342,0.523880717,-0.003666342,-0.003666342,-0.003666342
SNUPN,4.994187586,4.067698616,3.952518833,4.031508098,5.211130504
OR8H2,-0.000416176,-0.000416176,-0.000416176,-0.000416176,-0.000416176
TAFA1,-0.002020764,0.094140208,0.026124048,0.012121308,-0.002020764
GRXCR2,0.009446291,-0.009102038,0.027811874,-0.009102038,0.027811874
HSFX2,-0.01796538,-0.01796538,0.071926469,0.622990054,0.201938493
LARP6,0.051731579,3.36243564,6.09792944,3.828034757,6.012133707
TIAM2,0.963924223,2.337451786,1.355447532,1.072534741,3.289643938
WASHC2C,3.850271583,3.972350183,4.340472829,3.989167978,4.848214629
DDX24,6.286479407,7.177261499,6.475189117,5.654830735,6.960266832
AFF2,1.028287576,0.647812512,0.002531462,0.002531462,0.953053602
C5orf47,-0.010025264,0.208149431,0.012752055,0.187244248,0.012752055
AICDA,0.009881726,0.009881726,-0.004122852,-0.004122852,0.130021321
FFAR1,-0.003398931,0.037775373,-0.003398931,-0.003398931,-0.003398931
RGS22,-0.011781609,0.601874138,0.162613987,0.229823261,0.033704889
AIMP1,5.719502471,6.183797251,5.382258584,6.020466128,6.572835796
CEP135,1.845925879,2.544945795,1.349684469,2.472601133,2.237401714
MRFAP1L1,5.373616914,6.338865116,5.269641747,7.126704801,5.900756423
CLEC17A,-0.003031773,-0.003031773,0.053162893,0.011224865,-0.003031773
CWH43,-0.003398935,-0.003398935,-0.003398935,-0.003398935,-0.003398935
IL16,3.960859142,0.077840177,1.982834588,0.193856342,2.36274193
XKR5,0.041817797,0.2450522,0.221209404,1.649540121,0.15975587
ACSM2B,-0.003977156,-0.003977156,-0.003977156,-0.003977156,0.008887585
DEFA1,-0.005307543,-0.005307543,-0.005307543,-0.005307543,0.082258611
TMEM17,2.125244707,2.528247643,1.870273461,1.498133331,3.310380964
PPEF2,-0.005235281,0.14190634,0.025336382,-0.005235281,-0.005235281
JAML,0.130788147,0.034293213,-0.009086481,0.170276793,-0.009086481
CFAP20DC,0.331126222,1.698584928,0.721770363,2.896201047,1.168293778
BTBD18,0.020373201,0.10586101,0.009223194,0.204445078,0.042352083
ADGRL4,0.056679924,0.056679924,3.582614523,0.056679924,1.099013227
PAFAH2,2.24718315,3.625971282,2.976466514,3.105374155,2.953247783
ITGA7,0.984519738,1.33584845,4.448518389,4.299095712,5.470965014
WDR45B,4.943838968,5.608292447,5.56655271,7.021781242,5.792572127
COL4A5,0.15917737,2.414916285,0.439381441,6.015325886,3.944544914
STAM,3.428446852,4.174623831,4.120254505,3.027842741,5.050403388
CYS1,-0.001489521,0.027356646,0.902494226,0.736783495,1.931639201
CEMIP,0.374858181,1.900112057,7.957957453,6.110957367,7.391405239
BTRC,2.099783444,3.601713919,3.088510011,2.356189496,2.893634721
WDR35,-0.073319346,3.820409682,1.664636283,3.504558874,2.400128759
CCDC28B,5.521103137,3.957112669,3.544393469,5.765849912,3.348202729
OR1M1,-0.001171667,-0.001171667,-0.001171667,-0.001171667,-0.001171667
MAPK8IP2,-0.041417858,4.293796057,0.085922501,3.174543169,0.085922501
PRSS27,0.062532485,0.527727087,0.684825959,2.353013918,0.63713823
KIAA0753,1.971894044,3.379988603,2.851958603,3.009934319,3.023218622
ZNF606,2.050312373,3.390522853,1.497082332,4.046934837,1.639468578
ODF2L,2.952168832,4.062979344,3.499010819,4.711641841,4.290316011
PRDM16,-0.044009339,0.008736219,-0.044009339,1.301679791,0.940907825
MCOLN1,2.905707946,4.595266171,3.875895577,3.994991438,4.745885531
GPRC5A,0.017019556,0.280364178,2.948121508,2.5924158,4.66333505
TGIF2,5.490778721,4.47847779,2.319468761,0.085667712,1.427363141
SNX31,-0.000190051,0.027866581,0.027866581,0.234313062,-0.000190051
SLC38A4,-0.026047138,0.489253924,2.136905387,0.003651991,1.223114144
ZNF471,0.26059895,0.615469827,1.776423267,2.639759053,1.868084887
GCM2,-0.003328299,-0.003328299,-0.003328299,0.071203338,0.011871782
UBFD1,3.934626113,4.941143351,4.926546543,5.453035375,5.373925404
RIPK1,3.118097013,3.344834392,3.722488404,5.060419612,4.165572845
CWF19L2,2.29238996,3.046224651,2.233724697,3.287995424,2.515728716
ACOT12,-0.002234319,-0.002234319,0.376510525,-0.002234319,1.983393885
RWDD4,3.603243636,4.484203591,4.000408321,4.207918189,4.313054423
TRAPPC6A,5.781939544,4.286289645,2.77870578,5.446447218,3.284950323
SLC7A6OS,2.503178782,3.706725952,2.773386212,3.106410856,3.221485458
APBA3,3.127934719,3.117787017,2.883833494,4.230485135,3.047826859
HEMK1,3.650447591,2.142638763,3.846206156,2.785920703,3.548412377
TMTC2,1.410048032,1.613212459,1.229862421,1.420622881,0.990388306
GBP6,-0.013024827,-0.013024827,-0.013024827,0.001883439,-0.013024827
PHF23,3.628625679,5.205433991,5.326118069,4.270487054,5.292022774
POLR2L,6.505603842,7.069435821,8.699838422,6.044222291,9.036680305
EGFL6,0.004858993,0.004858993,0.167568215,0.258234903,0.021845747
ESRRB,0.052619503,0.441161501,-0.005715345,0.00908215,-0.005715345
ELF2,3.870533071,4.81076936,3.327478548,4.589409668,4.257614788
CRAT,2.677591771,3.925183055,4.55360492,3.823756975,5.413423478
CLTB,4.984381712,5.358696899,6.473672939,5.253280189,7.313946367
ZNF316,3.755462269,5.470379758,2.576573665,4.247563271,3.185528564
KCNK15,-0.017958846,0.488779719,0.656328769,0.068017331,2.091626892
GABRR1,-0.001662565,1.514566091,-0.001662565,-0.001662565,-0.001662565
RAPGEF1,3.5963141,5.651326278,4.060171653,4.673202729,4.438225839
MAP3K10,1.985047902,3.862660859,2.555743712,3.946116379,2.331160063
ENTR1,4.602293878,6.239820448,3.972895961,5.425450612,4.678755337
POLR3D,5.267450156,5.113161651,4.749346612,4.3858717,4.570432098
SCAMP2,6.32130542,4.810402409,5.041089435,5.577431007,5.682496801
CPQ,0.138143426,0.547009295,5.705332572,0.356300086,5.012980717
NHLRC3,3.191286585,3.56687406,2.347175353,4.483408859,3.183928787
RPL23A,11.36907039,10.23310978,9.520363516,7.781691036,9.664313012
TSC2,4.685003498,6.816870007,4.826164168,6.066006419,5.449434042
CIZ1,5.249772141,6.46590815,5.144089388,6.244164988,5.592811586
CNOT9,4.007276653,5.787570236,4.041614285,6.215624879,4.754580586
PGA5,0.264638178,0.002997624,0.42418001,0.180617089,0.002997624
EPHA7,0.003812425,3.438798406,0.0580454,5.22460408,0.148205652
COPS7B,3.674067445,5.631114343,3.879800493,5.715384451,4.659913763
HIRIP3,5.119401244,6.305273852,2.926468156,5.588796624,3.778993211
RGS8,-0.007986592,0.516926134,-0.007986592,0.079603893,0.042788311
